Name,NSamples,minBookDepth,p25BookDepth,p50BookDepth,p75BookDepth,p90BookDepth,p99BookDepth,p999BookDepth,p9999BookDepth,maxBookDepth
MIDZ,129029,0,0,0,1,10,11,316,462,689
MIE,1122,0,0,0,0,385,587,1371,1371,1371
MIFI,9740,0,0,0,3,33,158,11885050,19188032,19999475
MIG,6480,0,0,0,1,4,231,3803891,18379637,19999165
MIK,59082,0,0,5,11,15,168,560,14861755,19997357
MIL,4793,0,0,0,1,7,117,277,5239,5315
MILL,19307,0,0,0,5,12,740,1596,10348847,19999872
MILL-C,408,0,0,0,113,328,479,479,479,479
MILL-D,867,0,0,0,246,357,1046,2009,2009,2009
MIN,890,0,0,0,5,102,293,17775116,19777066,19999505
MINC,290,0,53,286,855,1311,6373512,9632692,9958610,9994824
MIND,13625,0,0,1,6,23,175,540563,18053480,19999360
MINI,55361,0,0,3,19,27,255,1074,14965738,19996390
MINT,1493,0,0,4,240,505,2076,2113,2113,2113
MITK,9735,0,0,1,8,30,270,14592770,19458971,19999660
MITL,52942,0,1,2,3,4,107,267,9413814,19999081
MITT,12022,0,0,0,1,5,496,550,550,553
MITT-A,112,0,0,303,678,718,948,1047,1047,1047
MITT-B,340,0,0,0,0,0,881,929,929,929
MIW,437,0,0,9,271,389,7516874,18750412,19873765,19998583
MIXT,3294,0,0,0,0,23,1080,13412483,19339686,19998265
MIY,1958,0,0,0,0,1,408,13473972,19346071,19998527
MJI,480,0,0,0,107,388,629,629,629,629
MJN,159467,0,0,5,11,20,60,1952,2557,19990154
MKC,154556,0,0,4,10,24,55,1428,1559,3244
MKC.V,25735,0,0,0,0,0,666,6802752,18672043,19990854
MKL,26983,0,0,1,69,167,10955358,19034046,19841915,19931679
MKSI,59559,0,0,1,7,22,208,1040,14043094,19996448
MKTO,36088,0,0,1,8,23,917,1200,13984529,19996700
MKTX,26633,0,0,2,13,38,2096,2789,16665444,19992486
MLAB,7752,0,0,0,54,442,2247,17713734,19764429,19992285
MLHR,65587,0,0,2,12,16,188,869,15314140,19997068
MLI,25478,0,0,1,6,16,233,1214,15752173,19996757
MLM,104627,0,1,8,14,29,124,2144,2565071,19988647
MLN,314,0,0,17,511,640,6075727,9605743,9958744,9997967
MLNK,11871,0,0,0,3,21,108,11814931,19181159,19999629
MLNX,69107,0,0,2,11,28,358,2051,16048454,19995562
MLP,1442,0,0,0,7,54,1234,9912,10420,10477
MLPA,47788,0,0,1,2,15,108,442,4028850,9998421
MLPC,1283,0,0,1,1,1,536,1774,1774,1774
MLPG,44169,0,0,3,69,207,292,1591,2949,19994799
MLPI,104154,0,1,44,49,52,88,1323,1326,1327
MLPJ,4868,0,3,9,304,316,358,1890452,9187752,9998564
MLPL,44271,0,0,0,0,6,341,1473,1839,4700
MLPN,46251,0,41,46,49,51,281,936,4220152,9996768
MLPO,986,0,0,0,0,0,842,1540,1540,1540
MLPS,5706,0,0,0,0,0,311,1035,1035,1035
MLPW,25601,0,0,74,198,253,302,1208,3043,3043
MLPX,50391,0,4,44,47,53,127,501,1611,19998178
MLPY,3392,0,0,0,26,53,392,5761297,9574844,9998572
MLR,6405,0,0,0,15,66,600,1822,8931174,9997919
MLVF,1077,0,0,0,11,331,15104606,19509074,19949521,19998460
MM,5059,0,0,0,1,10,600,7355610,18735435,19999861
MMAC,486,0,0,1,48,252,3803868,18379528,19837094,19999046
MMC,377476,0,0,2,5,8,16,215,1094,9994601
MMD,1687,0,0,0,0,324,640,768,768,768
MMI,11162,0,0,5,20,30,966,1795,8602483,9996555
MMLP,25581,0,0,2,14,27,901,1860,17439795,19996854
MMM,399796,0,1,5,10,17,46,891,3955,7931
MMP,132753,0,0,1,9,26,85,2232,2495,3794
MMS,45311,0,0,0,7,19,209,1905,14333561,19994448
MMSI,58172,0,0,2,9,11,297,491,13876985,19998304
MMT,4237,0,0,0,0,5,152,179,181,181
MMTM,22808,0,0,0,1,6,341,2622,6195313,9991524
MMU,456,0,0,0,246,380,559,15255,16443,16575
MMV,447,0,0,0,96,375,532,532,532,532
MMYT,24605,0,0,0,7,18,694,1297,16923023,19997494
MN,4685,0,0,0,6,32,430,4146229,9413649,9998918
MNA,1478,0,0,1,4,81,993,8151115,9812563,9997169
MNDO,3779,0,0,0,3,58,209,12443681,19244067,19999666
MNE,293,0,0,2,137,299,446,446,446,446
MNGA,4589,0,1,14,125,1755,3635,8531646,18855863,20002999
MNI,9286,0,0,0,1,6,72,126,10716183,19999742
MNK,96186,0,0,5,15,30,152,2131,3657,19989316
MNKD,99710,0,0,0,1,7,456,7053659,18704785,19999355
MNOV,5554,0,0,0,9,69,429,8894593,18889087,19999587
MNP,532,0,0,0,15,291,488,506,506,506
MNR,7129,0,0,0,2,9,342,8120825,18811021,19998821
MNR-A,120,0,26,551,942,9092105,18906180,19887587,19985728,19996633
MNR-B,116,0,0,80,588,939,16131971,19610598,19958461,19997113
MNRK,1322,0,0,60,119,264,11738318,19171919,19915279,19997875
MNRO,26263,0,0,1,10,38,1531,1824,16713142,19994254
MNST,286444,0,1,8,22,53,149,2307,9580920,19988442
MNTA,40997,0,0,1,6,11,301,1639,16273067,19998938
MNTX,13083,0,0,1,7,14,324,1162,17819030,19998861
MO,492979,0,0,1,5,10,18,426,2029,19994660
MOAT,36642,0,0,0,0,2,23,588,3894916,9997079
MOBI,7980,0,0,1,5,30,636,15567511,19556446,19999662
MOBL,9005,0,0,0,3,14,279,612,15497944,19999121
MOC,1100,0,0,1,15,47,68,99,193,193
MOCO,528,0,0,45,281,449294,18043348,19802753,19978694,19998243
MOD,15080,0,0,0,4,9,335,616,16229913,19998732
MODN,4693,0,0,0,3,11,309,435,611,611
MOFG,7345,0,0,12,26,52,722,7760293,18773476,19997164
MOG.A,16762,0,0,0,12,35,1953,3290,5014,5087
MOG.B,12183,0,0,0,0,0,1278,2599142,18253516,19992891
MOH,100135,0,0,3,12,37,135,1435,1990,19994945
MOKO,170,0,9,71,130,157,17384842,19738042,19973362,19999509
MOLG,1123,0,0,13,87,310,1288000,18128626,19812688,19999807
MOM,753,0,1,96,120,557,746,943,943,943
MOMO,3771,0,0,1,19,258,916,16229141,19622024,19999012
MON,304638,0,2,5,10,16,43,889,2541,19988116
MONY,341,0,0,1,229,1128,1729,4721,4721,4721
MOO,38561,0,1,6,13,28,133,1156,5179512,9994647
MORE,1249,0,0,0,1,68,266,272,272,272
MORL,5754,0,0,0,0,9,476,540,704,704
MORN,30879,0,0,6,37,133,714,1456,15584555,19993249
MORT,3073,0,0,0,2,12,689,2097,2110,2110
MOS,436538,0,0,2,6,11,23,369,1142,14658
MOSY,3360,0,0,0,5,44,189,15201038,19519913,19999788
MOV,35332,0,0,1,4,13,429,730,5584348,9997564
MP-D,147,0,0,28,541,8241601,18821236,19879199,19984995,19996751
MPA,2620,0,0,0,0,4,431,503,605,605
MPAA,14310,0,0,0,9,24,732,2116697,18209336,19997407
MPB,369,0,0,10,153,427,14323380,19430935,19941691,19998442
MPC,523338,0,0,2,7,17,53,868,2050,19990749
MPEL,188427,0,0,1,4,9,24,1038,2631,19997603
MPET,2557,0,0,68,939,2160,2600,13610322,19362651,20001799
MPG,4801,0,0,0,11,33,516,13599020,19358251,19998166
MPLX,20632,0,0,5,37,63,2013,49074,87374,91630
MPO,8893,0,0,0,1,5,43,961,962,962
MPV,336,0,0,14,242,384,10401718,19038991,19902719,19998689
MPW,77066,0,0,0,2,6,60,447,503,503
MPWR,36437,0,0,4,16,36,902,1403,16353322,19995245
MPX,2432,0,0,4,35,166,8139257,18813275,19880676,19999277
MQT,1907,0,0,0,0,88,432,10951,15832,16375
MQY,1482,0,0,0,0,129,422,503,503,503
MR,35840,0,0,0,2,5,198,904,7439230,9997245
MRC,118556,0,0,0,1,5,14,233,548,19998887
MRCC,1178,0,0,8,90,404,9758351,18974486,19896100,19998502
MRCY,14592,0,0,0,8,26,462,3790418,18377610,19998410
MRD,86619,0,0,3,9,18,91,407,13813114,19998029
MRGE,13503,0,0,0,3,9,109,3125411,18312205,19999627
MRGR,818,0,0,133,539,675,934,2249,2249,2249
MRH,45036,0,0,0,3,7,34,1046,1185,1185
MRH-A,236,0,0,0,193,562,1011,1189,1189,1189
MRIN,6009,0,0,0,5,32,200,409,1700,1700
MRK,571089,0,0,1,4,7,21,417,1253,19993975
MRKT,24247,0,0,10,42,74,290,764,15149827,19997380
MRLN,5365,0,0,1,13,42,495,12336629,19232202,19998377
MRNS,913,0,0,0,6,83,7829275,18781927,19877192,19998889
MRO,702445,0,0,1,6,11,21,217,694,197289
MRTN,17136,0,0,2,16,22,581,2867985,18284922,19997915
MRTX,10018,0,0,0,12,19,617,15339596,19531573,19997349
MRVC,5885,0,0,0,67,100,626,12154687,19214568,19999000
MRVL,236450,0,0,0,4,9,121,547,6094193,19998488
MS,769933,0,0,0,2,6,13,109,689,19996483
MS-A,491,0,0,0,1,524,823,823,823,823
MS-E,482,0,0,0,0,202,1003,1264,1264,1264
MS-F,2136,0,0,0,0,0,624,1032,1208,1208
MS-G,1635,0,0,0,0,5,720,1008,1171,1171
MS-I,1846,0,0,0,3,4,544,999,999,999
MSA,19393,0,0,4,15,29,1218,1670,16764848,19995476
MSB,5097,0,0,5,12,87,518,909,1319,1319
MSBF,202,0,10,74,230,297,16892185,19688260,19967867,19998935
MSC,64,0,0,0,47,539359,1088987,1143950,1149446,1150057
MSCA,108,0,0,626,700,728,728,728,728,728
MSCC,132688,0,0,3,8,16,28,803,6733559,19997153
MSCI,68775,0,0,3,7,13,55,1460,38442,59121
MSD,1679,0,0,0,0,83,307,460,460,460
MSEX,11879,0,0,0,13,22,606,5154381,18513407,19997744
MSF,1232,0,0,0,8,126,433,436,436,436
MSFG,17503,0,0,1,15,29,490,12044593,19202238,19997532
MSFT,1435540,0,0,0,2,6,392,1576,1832781,19995965
MSG,61671,0,0,5,16,35,354,1594,13144394,19992417
MSI,247337,0,0,3,6,10,29,502,1506,193726
MSJ,216,0,0,96,620,690,829,829,829,829
MSK,251,0,0,101,634,702,1547,1547,1547,1547
MSL,4402,0,0,0,12,93,540,4499591,9448638,9998533
MSLI,3751,0,0,0,1,19,240,1249679,18124834,19999852
MSM,55142,0,0,1,4,10,303,1962,15200458,19992392
MSN,1309,0,0,0,0,20,2660,6913228,18691207,19999872
MSO,5434,0,0,0,4,32,132,187,192,192
MSON,3108,0,0,1,38,132,490,15559869,19554551,19998405
MSP,1938,0,0,8,11,14,326,345,348,348
MSTR,39613,0,0,8,33,70,3160,10990203,19084137,19983463
MSTX,1559,0,1,12,484,1180,517510,18056614,19810525,20005404
MSZ,1020,0,0,0,0,174,979,979,979,979
MT,129121,0,0,0,2,5,10,271,1029,1624
MTB,163253,0,0,5,10,20,82,2282,5913960,9988587
MTB+,2780,0,0,0,0,10,1065,1564,1564,1564
MTB-,76,0,0,7545,23663,33334,39137,39717,39775,39782
MTB-C,94,0,0,8467,22046,30194,35082,35571,35620,35626
MTBC,2116,0,0,0,8,29,211,14711146,19470899,19999761
MTCN,2060,0,0,0,0,115,464,722,722,722
MTD,99199,0,9,29,45,63,274,5745149,9546866,9969280
MTDR,88156,0,0,3,5,9,69,674,832,19997646
MTEX,3518,0,0,33,176,518,1543,15860789,19584465,19998207
MTG,120215,0,0,0,3,8,15,252,263,19999141
MTGE,26319,0,0,0,6,10,512,1168,16239574,19998142
MTGEP,1138,0,0,0,6,40,708,8621743,18859874,19997445
MTH,115147,0,0,2,7,16,69,1053,1387,19995416
MTK,32849,0,0,0,1,3,15,2825,3313,3445
MTL,4936,0,0,0,2,10,947,5900630,18589947,19999872
MTL-,2946,0,0,0,100,220,775,3436,4308,4308
MTLS,2767,0,0,0,13,229,908,16047437,19603966,19999136
MTN,31146,0,0,3,10,22,649,2882,3326,6349
MTOR,129487,0,0,0,2,6,12,358,396,508
MTR,2557,0,14,72,85,215,1161,1564,2052,2052
MTRN,29399,0,0,2,9,21,246,2440,8597888,9996675
MTRX,23527,0,0,1,11,28,567,1597,16638131,19997946
MTS,441,0,0,8,152,365,493,493,493,493
MTSC,17494,0,0,4,54,160,1877,2509459,18244379,19992704
MTSI,20573,0,0,0,10,28,902,1075,16569318,19996735
MTSL,1682,0,1,129,1038,2250,5377541,18537661,19853673,19999897
MTSN,8760,0,0,0,4,27,104,12038157,19203520,19999672
MTT,842,0,0,0,0,322,712,738,738,738
MTU,13810,0,0,0,1,2,498,7128,7485,7525
MTUM,10088,0,0,6,11,15,670,1688,1779,1779
MTW,178544,0,0,1,3,8,18,381,1214,19998051
MTX,41485,0,0,3,8,21,474,1921,14464210,19991929
MTZ,148986,0,0,2,6,10,24,555,704,19998042
MU,998090,0,0,0,2,9,143,1172,3281,19997165
MUA,416,0,0,9,276,385,414,414,414,414
MUB,876,0,0,1,501,2129,2482994,18238243,19813768,19988827
MUC,2624,0,0,0,0,2,427,640,768,768
MUE,1898,0,0,0,0,34,408,545,545,545
MUH,395,0,0,0,225,322,1116,1116,1116,1116
MUI,2035,0,0,0,0,6,423,2101,16383,17673
MUJ,1030,0,0,0,8,373,501,1348,1348,1348
MULT,20452,0,4,9,18,29,116,706,9775328,19997488
MUNI,614,0,0,146,747,1540,3860965,9381190,9933213,9994549
MUR,374505,0,0,2,8,14,32,373,994,2568
MUS,853,0,0,0,3,359,409,1338,1338,1338
MUSA,30580,0,0,0,6,32,558,2046,6175083,9992995
MUX,31549,0,0,0,0,1,31,1306,8438,10024
MVC,2376,0,0,0,2,58,316,7030810,9702217,9999040
MVCB,458,0,0,0,0,651,16475179,19644650,19961597,19996814
MVF,1482,0,0,0,4,165,306,414,414,414
MVG,70524,0,0,1,3,4,52,223,1188819,9999256
MVIS,5769,0,0,0,4,37,452,13591463,19358961,19999795
MVNR,5803,0,0,1,7,68,485,5495794,18548491,19998791
MVO,2333,0,0,5,12,122,843,1272,1489,1489
MVT,831,0,0,0,0,310,640,708,708,708
MVV,295084,0,0,2,4,33,95,466,2104,2524
MW,65368,0,0,3,9,22,87,1394,2436,195320
MWA,48178,0,0,0,1,4,23,355,11971722,19998967
MWE,419380,0,0,1,3,11,48,438,1815,1951
MWG,218,0,0,88,619,687,716,1620,1620,1620
MWIV,13354,0,0,4,8,12,366330,18019535,19784856,19981003
MWO,227,0,0,1,482,682,711,11416,12155,12238
MWR,234,0,0,165,621,691,4403178,18437364,19840783,19996719
MWV,188523,0,1,4,10,16,82,971,1105,19994782
MWW,21403,0,0,0,1,4,115,151,7325656,9999582
MX,17938,0,0,1,5,11,400,458,509,509
MXC,611,0,0,26,104,128,140,140,140,140
MXE,608,0,0,0,80,332,783,13920649,19390939,19998750
MXF,1889,0,0,0,10,192,623,754,754,754
MXI,37735,0,0,0,3,13,60,1603,1932,2445
MXIM,330463,0,0,1,6,10,33,667,1674,19996683
MXL,8023,0,0,0,2,10,241,325,15988852,19999186
MXWL,33410,0,0,1,3,8,227,995,14432491,19999214
MY,3129,0,0,0,2,15,64,6090574,9608863,9999785
MYC,531,0,0,0,2,301,622,17391,19098,19288
MYCC,13755,0,0,0,2,10,474,861,8280059,9998279
MYD,1358,0,0,0,160,375,605,15462665,19532540,19984749
MYE,13518,0,0,2,6,12,463,1554,17746059,19998305
MYF,312,0,0,103,300,438,546,648,648,648
MYGN,59976,0,1,4,14,27,468,11783981,19175065,19996297
MYI,1657,0,0,0,1,99,436,12195,16775,17284
MYJ,418,0,0,3,102,350,453,550,550,550
MYL,329331,0,0,1,6,12,30,1066,3300,19994678
MYM,429,0,0,0,90,317,418,15709957,19569718,19998581
MYN,2162,0,0,0,0,12,398,661,662,662
MYOS,755,0,1,48,147,201,9216691,18921101,19891542,19999369
MYRG,25824,0,0,2,12,23,674,1084,16770678,19997462
MYY,30994,0,0,0,2,3,16,329,415,497
MZA,277,0,0,9,118,383,635,804,804,804
MZF,1279,0,0,0,0,39,396,525,589,589
MZOR,5411,0,0,0,6,29,987,15837867,19582803,19998907
MZZ,4672,0,0,1,12,29,1173,1291,3923,3923
N,66756,0,0,5,18,55,568,2054,2139,190009
NAC,550,0,0,0,69,307,1671117,18165679,19815136,19998409
NAD,614,0,0,0,7,323,489,753,753,753
NADL,5681,0,0,1,2,6,45,7118,9625,9904
NAII,640,0,0,19,111,437,17754468,19774960,19977010,19999460
NAK,45199,0,65,81,159,235,370,1403,1720,1815
NAME,4942,0,0,1,13,54,285,12941253,19293413,19999209
NAN,802,0,0,0,0,149,415,586,586,586
NANO,28033,0,0,1,10,16,438,548,15327789,19998419
NAO,10239,0,0,0,4,9,317,359,545,571
NAP,2059,0,0,4,75,113,577,794,794,794
NASH,2260,0,0,1,1,125,895,913,940,940
NAT,80407,0,0,0,1,5,17,306,1101,9530
NATH,18175,0,20,36,100,137,2309,15274180,19520090,19991858
NATI,40610,0,0,2,6,16,337,989,15486550,19996958
NATL,14613,0,0,12,23,40,743,1738081,18171366,19997287
NATR,21616,0,0,0,10,18,379,624,17597576,19998584
NAUH,1781,0,0,0,8,55,94,15548369,19554554,19999686
NAV,101828,0,0,2,6,10,47,580,10743650,19997071
NAV-D,492,0,0,0,0,30,353,419,419,419
NAVB,3931,0,0,0,1,10,58,523,535,535
NAVG,20262,0,0,16,52,66,1937,3608,16617621,19992513
NAVI,147915,0,0,1,5,9,26,397,1515095,19997991
NAZ,280,0,0,10,242,326,458,463,463,463
NBB,764,0,0,0,13,479,692,764,764,764
NBBC,5844,0,0,0,8,80,230,8314574,18830704,19999163
NBD,566,0,0,9,144,578,659,664,664,664
NBG,10340,0,0,0,1,6,1521,7965,9727,9923
NBG-A,601,0,0,16,71,202,287,1075,1075,1075
NBH,463,0,0,0,108,450,480,519,519,519
NBHC,10263,0,0,0,3,12,535,850,8716169,9998168
NBIX,86771,0,0,2,7,19,652,1561,13801414,19996803
NBL,437002,0,0,4,10,21,59,403,1275,194968
NBN,1812,0,0,0,89,147,262,1884442,18187609,19999073
NBO,314,0,0,44,302,418,620,620,620,620
NBR,521195,0,0,0,1,6,15,113,348,19998851
NBS,6563,0,0,0,4,52,841,14531947,19452880,19999651
NBTB,31303,0,0,1,5,18,394,945,16086204,19997640
NBTF,758,0,61,204,356,696,2887,17471309,19744394,19996960
NBW,781,0,0,1,100,331,472,511,511,511
NBY,356,0,0,100,1400,1600,3651,3851,3851,3851
NC,18184,0,0,18,166,379,1527,7751682,9769943,9994195
NCA,480,0,0,6,190,301,338,339,339,339
NCB,242,0,0,107,431,492,526,526,526,526
NCFT,3843,0,0,0,25,172,994,12314365,19229162,19997473
NCI,21648,0,0,1,4,8,361,935,4040,15458
NCIT,5448,0,0,2,23,97,361,15964493,19595366,19998797
NCLH,123268,0,0,2,6,11,44,884,4594357,19995666
NCMI,24033,0,0,1,8,11,416,1034,17469562,19998534
NCQ,53282,0,41,81,126,200,313,1668,4470,4813
NCR,199584,0,0,1,6,12,26,480,699,2011
NCS,11714,0,0,0,2,8,447,6987153,18697310,19998439
NCT,10674,0,0,0,1,5,125,140,149,150
NCT-B,92,0,1,353,697,1065,1610,1610,1610,1610
NCT-C,92,0,0,76,613,880,978,978,978,978
NCT-D,64,0,0,76,586,962,17864369,19783585,19975507,19996832
NCTY,1789,0,0,9,37,64,7665095,18766373,19876501,19999849
NCV,3119,0,0,0,0,8,245,258,298,298
NCZ,1345,0,0,0,0,55,237,637,637,637
NDAQ,173910,0,0,2,6,12,30,918,5509833,19995316
NDLS,22139,0,0,0,6,20,744,2219,16308983,19997418
NDP,1377,0,0,0,12,393,604,13115368,19309680,19997937
NDRM,5540,0,0,6,64,193,874,13483281,19347392,19998960
NDRO,4932,0,0,0,2,35,147,186,486,486
NDSN,86635,0,0,3,12,38,116,1498,11334500,19992652
NE,495485,0,0,0,2,7,17,161,369,1245
NEA,1054,0,0,0,0,266,437,571,571,571
NEAR,293,0,1,13,399,992,1002,3566,3566,3566
NECB,420,0,8,20,133,195,326,17200098,19719380,19999301
NEE,258987,0,1,6,11,18,94,1012,2344,10834
NEE-C,168,0,78,382,693,922,973,1143,1143,1143
NEE-G,1486,0,0,0,0,1,986,1005,1156,1156
NEE-H,208,0,0,511,908,1274,1350,1350,1350,1350
NEE-I,2243,0,0,0,6,7,828,1290,1533,1533
NEE-J,696,0,0,0,0,472,1313,1456,1456,1456
NEE-O,31518,0,0,0,0,0,931,4377,4377,4377
NEE-P,1316,0,0,0,0,697,2464,3353,3353,3353
NEFF,2691,0,0,0,9,80,602,4157,4157,4157
NEM,566742,0,0,0,2,6,14,173,1016,19997507
NEN,196,0,0,369,1139,1537,2906,2906,2906,2906
NEO,4598,0,0,0,5,33,250,12338335,19233472,19999599
NEOG,28430,0,0,8,30,55,1136,1833,16443274,19995301
NEON,4538,0,0,1,5,62,928,17164230,19716183,19999734
NEOT,998,0,0,6,71,193,3370698,18336393,19832963,19999249
NEP,7871,0,0,4,188,954,3806,15624949,19558617,19995692
NEPT,9101,0,0,1,3,17,11839602,19183798,19918217,19999820
NERV,2094,0,0,5,30,117,647,14765988,19476208,19999566
NES,48962,0,0,2,4,21,90,100,1793,19999774
NETE,2774,0,0,1,31,335,2161,17358659,19735766,19999889
NEU,14980,0,0,123,229,691,9858560,18945134,19853792,19954754
NEV,1346,0,0,0,0,103,495,14048,18178,18637
NEWM,11460,0,0,0,3,10,640,684,1146,1192
NEWP,33394,0,0,2,8,13,519,10179752,19016316,19998157
NEWR,3796,0,0,3,20,166,906,1053,1053,1053
NEWS,11864,0,0,1,9,43,319,15254730,19524463,19998878
NEWT,2561,0,0,0,12,111,538,16341150,19632801,19998540
NFBK,16775,0,0,0,4,12,276,426,17602884,19998539
NFEC,3351,0,0,2,16,44,204,15213887,19521191,19999781
NFG,69922,0,0,1,6,11,61,1284,1263287,9993389
NFJ,4089,0,0,0,0,8,443,660,1474,1474
NFLX,316964,0,5,22,41,104,4801,17890436,19749791,19956386
NFO,7665,0,0,0,2,6,1263,423342,9038079,9995272
NFRA,158,0,0,140,1029,1118,1321,1321,1321,1321
NFX,529219,0,0,2,9,17,51,240,1275,2126
NG,47084,0,0,0,1,3,31,117,229,19999558
NGD,86020,0,0,0,1,4,12,121,163,570
NGE,2364,0,1,20,39,56,256,451,2601,2601
NGG,193639,0,0,1,3,6,14,455,1991,9992971
NGHC,8384,0,0,0,7,17,499,3235890,18321912,19998137
NGHCP,2163,0,0,0,0,0,715,15192594,19516959,19997445
NGL,184827,0,0,0,1,5,32,798,854,1524
NGLS,80846,0,0,1,6,19,79,1372,1628,3256
NGS,20688,0,0,3,11,18,358,1324,16551157,19997941
NGVC,22305,0,0,0,0,13,783,868,7210965,9996806
NHC,17087,0,17,42,55,56,1760,4354,8571196,9993472
NHC-A,566,0,0,12,49,188,537,578,578,578
NHF,2898,0,0,0,1,46,350,355,355,355
NHI,37191,0,0,2,12,30,482,2346,53030,192487
NHS,2522,0,0,0,0,6,354,384,17477524,19998734
NHTB,1271,0,2,2,2,122,3057331,18304328,19829027,19998439
NI,306438,0,0,2,5,9,22,350,907,1082
NIB,12232,0,0,1,4,6,19,972,7959583,9996522
NICE,18866,0,0,2,10,32,870,1667,16852345,19995126
NICK,3978,0,0,3,12,97,410,114964,18010208,19998569
NID,972,0,0,0,86,358,2331536,18231960,19822002,19998674
NIE,678,0,0,0,184,544,733,995,995,995
NILE,29166,0,0,4,20,30,859,2356,17567363,19996876
NIM,393,0,0,50,250,313,321,336,336,336
NINI,1922,0,0,0,0,75,1585,2439,2439,2439
NIO,639,0,0,1,110,388,432,1377,1377,1377
NIQ,309,0,0,0,222,327,521,17939304,19792715,19998650
NJ,6981,0,0,0,2,5,395,499,501,501
NJR,20800,0,0,5,19,33,1722,6134835,18607719,19993595
NJV,458,0,0,0,256,421,583,584,584,584
NKA,8511,0,0,3,21,82,181,867,1140,1140
NKE,420440,0,0,2,6,10,26,639,1969,3618
NKG,1221,0,0,0,0,42,386,552,552,552
NKSH,4749,0,0,18,121,255,1738926,18171247,19814479,19997061
NKTR,85617,0,0,1,4,12,116,517,11439604,19998539
NKX,543,0,0,0,13,386,442,442,442,442
NKY,58369,0,0,0,1,4,19,361,535,537
NL,3685,0,0,1,21,93,443,3861112,9385430,9999244
NLNK,27043,0,0,1,12,40,1221,13065324,19303354,19996469
NLR,6512,0,0,7,30,37,1438,3280,8910544,9994767
NLS,24387,0,0,1,6,10,333,513,6952118,9998518
NLSN,238548,0,0,2,6,11,22,825,963,9995624
NLST,6001,0,0,0,1,30,1237,13333796,19333254,19999861
NLY,94518,0,0,0,2,6,18,255,815,10550
NLY-A,106,0,0,467,722,1166,17642573,19761748,19973665,19997212
NLY-C,1040,0,0,0,5,181,952,17027118,19700390,19997421
NLY-D,4041,0,0,0,0,0,577,673,708,708
NM,19839,0,0,0,1,3,103,517,8347269,9999632
NM-G,250,0,0,60,472,612,759,759,759,759
NM-H,1554,0,0,0,7,120,586,714,898,898
NMA,3241,0,0,0,0,1,314,563,1306,1306
NMBL,81900,0,0,2,10,16,71,685,1061,19997735
NMFC,11008,0,0,0,2,6,389,429,14496311,19998531
NMI,328,0,0,5,219,264,508,508,508,508
NMIH,7054,0,0,0,3,12,229,385,17648563,19999217
NMK-B,56,0,0,270,2082,1337233,18123372,19801986,19969847,19988499
NMK-C,60,0,0,369,1844,2937,2937,2937,2937,2937
NML,2552,0,0,0,7,36,564,682,682,682
NMM,32280,0,0,0,1,6,255,443,846,9936
NMO,1364,0,0,0,0,133,411,571,607,607
NMR,14090,0,0,0,0,3,94,151,156,156
NMRX,10528,0,0,7,13,37,312,9474116,18946432,19998912
NMS,94,0,0,0,137,170,298,298,298,298
NMT,1043,0,0,0,1,85,392,519,587,587
NMY,1899,0,0,0,0,6,358,513,513,513
NMZ,1498,0,0,0,0,10,413,1267,1285,1285
NNA,4143,0,0,0,3,24,105,194,17928704,19999650
NNBR,22205,0,0,4,17,22,656,1172,17777921,19997600
NNC,1266,0,0,0,0,127,448,13670648,19365835,19998634
NNI,8495,0,0,2,21,44,1250,2303,8934691,9995565
NNN,152521,0,0,2,6,10,32,852,3490,47106
NNN-D,212,0,0,170,634,775,12933307,19290835,19926588,19997228
NNN-E,1088,0,0,0,0,0,763,763,763,763
NNP,332,0,0,0,142,402,601,945,945,945
NNVC,2613,0,0,0,3,30,86,120,17387420,19999732
NNY,742,0,0,0,1,197,293,527,527,527
NOA,16170,0,0,2,3,4,82,215,253,253
NOAH,7638,0,0,0,7,18,537,655,1120,1120
NOBL,6343,0,0,1,5,11,931,1243,4657,4657
NOC,286562,0,1,8,16,31,91,1061,3243,12641
NOG,35462,0,0,0,2,6,178,204,1145,1386
NOK,180146,0,0,0,1,4,10,209,373,19999241
NOM,274,0,0,116,314,432,456,456,456,456
NOM-C*,52,0,0,4,203,360,394,394,394,394
NOR,8622,0,0,0,1,4,89,133,17126440,19999675
NORD,3773,0,0,0,13,40,573,10568751,19054989,19997905
NORW,5031,0,0,2,8,11,250,347,14969274,19998686
NOV,477825,0,0,1,5,9,33,545,1212,3710
NOW,152640,0,0,3,12,30,99,1438,3043139,19992761
NP,22138,0,0,3,26,49,540,4542,8414622,9994201
NPBC,53689,0,0,0,1,6,191,293,14631704,19998991
NPD,916,0,0,0,9,39,4064,4064,4064,4064
NPF,1620,0,0,0,0,25,437,1332,1332,1332
NPI,832,0,0,0,7,367,421,449,449,449
NPK,3323,0,0,26,128,565,2059,6674377,9661663,9993584
NPM,2762,0,0,0,0,4,407,601,725,725
NPN,246,0,9,170,425,444,553,553,553,553
NPO,19481,0,0,4,13,32,1465,2047,10258802,19993893
NPP,1726,0,0,0,1,116,455,1408,1423,1423
NPSP,47415,0,0,1,2,6,411,2387,15006751,19995411
NPT,818,0,0,0,6,271,549,14031,16120,16353
NPTN,3721,0,0,0,3,47,106,165,165,165
NPV,1750,0,0,0,6,86,399,2504197,18249139,19998577
